chaoxiang,danjia,diqu,diqu1,diqu2,diqu3,jianjie,l1,l2,l3,l4,l5,l6,louceng,square,time,zongjia,
南,7412元/㎡,十里东岸,紫金,紫金城区,迎客大道,十里东岸观山悦68栋3楼，85㎡，2室2厅1卫，采光好。,2,室,2,厅,1,卫,低层(共16层),85㎡,,63,
北,9036元/㎡,坚基公馆,源城,源城城区,越王大道,坚基公馆2室2厅1卫,2,室,2,厅,1,卫,中层(共27层),85㎡,,76.8,
北,9036元/㎡,坚基公馆,源城,源城城区,越王大道,坚基公馆2室2厅1卫,2,室,2,厅,1,卫,中层(共27层),85㎡,,76.8,
南,8270元/㎡,东江首府,源城,源城城区,沿江东路188号,东江 4室2厅2卫，双阳台，三面采光,4,室,2,厅,2,卫,高层(共29层),156㎡,,129,
南,4380元/㎡,天景花园,源城,源城城区,"学生路,近河源大道",天景花园4室2厅2卫,4,室,2,厅,2,卫,中层(共7层),153㎡,,67,
南,4380元/㎡,天景花园,源城,源城城区,"学生路,近河源大道",天景花园4室2厅2卫高性价比诚心出售好楼层高性价比价格可谈诚,4,室,2,厅,2,卫,中层(共7层),153㎡,,67,
南,2984元/㎡,万绿商业广场,源城,源城城区,兴业大道北130号,好楼层，高性价比，价格可谈，一手房源，红本在手,2,室,2,厅,1,卫,中层(共7层),62㎡,,18.5,
南,7309元/㎡,华达凯旋城,源城,源城城区,建设大道东5号,华达凯旋城4室2厅2卫，送1个车位及车位家私家电。高性价比！,4,室,2,厅,2,卫,低层(共17层),164.2㎡,,120,
南,3441元/㎡,站前小区,源城,源城城区,"祥兴路,近站前路",站前小区2室2厅1卫 业主换房诚意出售 一次性付清可详谈5楼,2,室,2,厅,1,卫,中层(共8层),84.3㎡,,29,
南,4200元/㎡,顺和名苑,源城,源城城区,力王大道2号,高性价比，价格可谈，诚心出售,2,室,1,厅,1,卫,中层(共6层),50㎡,,21,
南,4154元/㎡,顺和名苑,源城,源城城区,力王大道2号,顺和名苑2室1厅1卫,2,室,1,厅,1,卫,中层(共6层),50.6㎡,,21,
南北,5079元/㎡,公园路41号住宅楼,源城,源城城区,公园路41号,老城，老公园图书馆小区，65万包过户，4室2厅2卫诚心出售,4,室,2,厅,2,卫,高层(共7层),128㎡,,65,
南,4602元/㎡,金安小区,源城,源城城区,长安街340号,市区中心低首付 金安小区 四房143平方 朝南,4,室,2,厅,2,卫,低层(共7层),143㎡,2009年建造,65.8,
南北,7817元/㎡,万隆一品,源城,源城城区,永和西路169号,成熟社区 万隆一品 南北通4房2卫 毛坯 楼层好 视野佳,4,室,2,厅,2,卫,中层(共18层),120㎡,2010年建造,93.8,
东西,7769元/㎡,雅居乐花园,源城,源城城区,越王大道247号,全新精装没住过 雅居乐花园 3房2厅 精装修 光线好格局佳,3,室,2,厅,1,卫,低层(共18层),95㎡,2009年建造,73.8,
北,6705元/㎡,和禄顺花园,源城,源城城区,大同路北193号,3室2厅，122平，赠送平台，和禄顺花园，精装修，采光好,3,室,2,厅,2,卫,低层(共10层),122㎡,2012年建造,81.8,
东南,8970元/㎡,碧桂园东江凤凰城,源城,源城城区,东环路,碧桂园舒适别墅全新毛坯超大花园 可改四房三层 低首付,3,室,2,厅,3,卫,共3层,165㎡,2014年建造,148,
南北,6761元/㎡,十里东岸,紫金,紫金城区,迎客大道,高铁东站 十里东岸蓝郡 大3加1房 视野广 96万,3,室,2,厅,2,卫,中层(共28层),142㎡,2015年建造,96,
南北,5200元/㎡,霸王花丽江花园,东源,东源城区,"新河大道,近东源大道",首付13万！！东源百乐电梯三房，有证包过户，刚需过渡福音！！,3,室,2,厅,2,卫,高层(共7层),90㎡,2019年建造,46.8,
南北,12523元/㎡,东江湾,源城,源城城区,永祥路666号,东江湾 急售一口价278万 豪华装修 少住,4,室,2,厅,3,卫,中层(共20层),222㎡,2016年建造,278,
东南,5803元/㎡,安群小区,源城,源城城区,长安东路3号,万隆城旁 安群小区 健康步梯六楼带顶楼隔热房 朝东南钥匙在手,3,室,2,厅,1,卫,高层(共7层),81㎡,2006年建造,47,
南,9380元/㎡,碧桂园东江凤凰城,源城,源城城区,东环路,碧桂园凤凰城 联排小别墅，身份象征，环境优美,3,室,2,厅,3,卫,共3层,157.8㎡,2010年建造,148,
南北,6383元/㎡,德润华府,源城,源城城区,康乐路176号,客家公园旁 德润华府 南北通透 大3房 135平方 朝南,3,室,2,厅,2,卫,低层(共18层),136㎡,2010年建造,86.8,
南,6590元/㎡,东江首府,源城,源城城区,沿江东路188号,首付25万 东江 156平 大三房 精装 南北通透,3,室,2,厅,2,卫,中层(共28层),156㎡,2012年建造,102.8,
南北,6118元/㎡,坚基风光里,源城,源城城区,滨江大道西,首期5万买江景三房近高铁坚基风光里交通便利公立中,3,室,2,厅,2,卫,中层(共17层),85㎡,2020年建造,52,
南北,5188元/㎡,名仕家园,源城,源城城区,岗古岭路,岗古领，名仕家园，全新毛坯，电梯三房，朝南向，中楼层，户型好,3,室,2,厅,2,卫,中层(共16层),96㎡,2015年建造,49.8,
西北,5605元/㎡,新龙花园,龙川,龙川城区,东风西路,下泡水新龙一期对面电梯6楼3房2厅2卫仅售53.8万,3,室,2,厅,2,卫,高层(共8层),96㎡,2018年建造,53.8,
南,4119元/㎡,霸王花东苑,东源,东源城区,"仙塘大道,近205国道",万隆丽景附近，电梯房，三房两厅两卫，售38.8万,3,室,2,厅,2,卫,低层(共17层),94.2㎡,2018年建造,38.8,
东,4914元/㎡,胜业豪庭,东源,东源城区,"新河大道,东源大道",一口价仅39.8万，东源（电梯现房）毛坯三房，红本在手有钥匙,3,室,2,厅,2,卫,低层(共8层),81㎡,2021年建造,39.8,
南北,7952元/㎡,东江湾名门世家,源城,源城城区,"红星东路,近永康大道",名门世家 415平中空复式5房 超大阳台，带两个车位,5,室,3,厅,4,卫,低层(共26层),415㎡,2015年建造,330,
东南,2369元/㎡,供电局第二生活小区,源城,源城城区,石坪路,超值整栋 框架结构 3层 有证 每一层都有厨房 户型包靓,9,室,3,厅,2,卫,共3层,190㎡,2000年建造,45,
南北,7051元/㎡,万绿春天,东源,东源城区,越王大道,万达商业圈万绿春天，五房两厅两卫139平方南北通透，售98万,5,室,2,厅,2,卫,高层(共30层),139㎡,2019年建造,98,
南,7429元/㎡,坚基公馆,源城,源城城区,越王大道,目前还有更大的优惠.有需要来总价20万买市中心坚基旁精装公寓,1,室,1,厅,1,卫,低层(共25层),28㎡,2021年建造,20.8,
西南,6800元/㎡,广晟学府花园汇博苑,源城,源城城区,"职院南路,近东环路",广晟学府花园汇博苑3室2厅2卫,3,室,2,厅,2,卫,共1层,125㎡,,85,
南,4674元/㎡,站前居,源城,源城城区,"站前路,近西一路东二巷",站前居3室2厅2卫,3,室,2,厅,2,卫,高层(共6层),98㎡,,45.8,
西南,7118元/㎡,鸿运源壹号公馆,东源,东源城区,东源大道,万达商圈，壹号公馆南北通透，楼层靓，户型方正,5,室,2,厅,2,卫,中层(共25层),136㎡,2017年建造,96.8,
南北,8071元/㎡,十里东岸,紫金,紫金城区,迎客大道,十里东岸大5房 南北通透景观美丽 价格优惠 中间楼层大户型,5,室,2,厅,3,卫,中层(共31层),171㎡,2017年建造,138,
东,4914元/㎡,霸王花丽江花园,东源,东源城区,"新河大道,近东源大道",降价急售！东源（电梯现房）毛坯三房，红本在手一口价39.8万,3,室,2,厅,2,卫,低层(共8层),81㎡,2021年建造,39.8,
北,9091元/㎡,万隆城,源城,源城城区,中山大道218号,出售万隆城公寓，带租约,1,室,1,厅,1,卫,低层(共28层),38.5㎡,2000年建造,35,
南,9037元/㎡,万隆城,源城,源城城区,中山大道218号,业主降价急售，万隆城公寓，仅36万，高性价比，商业中心好楼层,1,室,1,厅,1,卫,低层(共26层),39.8㎡,,36,
南,9519元/㎡,巴伐利亚庄园,源城,源城城区,龙源大道1号,巴伐利亚庄园1室1厅1卫好楼层诚心出售价格可谈高性价比,1,室,1,厅,1,卫,中层(共30层),57.8㎡,,55,
南,9237元/㎡,万隆城,源城,源城城区,中山大道218号,万隆城1室1厅1卫,1,室,1,厅,1,卫,低层(共31层),39.8㎡,,36.8,
东南,5988元/㎡,华侨城,源城,源城城区,"越王大道,近永康大道",华侨城二期整栋带门店 占地52平 三层半 一手改名免过户费,2,室,1,厅,3,卫,共4层,165㎡,2016年建造,98.8,
南,6391元/㎡,万隆公园壹号,源城,源城城区,新风路北28号,万隆公园壹号 169平方米 大四房 朝南精装修楼层好,4,室,2,厅,2,卫,低层(共9层),169㎡,2009年建造,108,
南,3449元/㎡,霸王花东苑,东源,东源城区,"仙塘大道,近205国道",总价33.8万，东源毛坯三房， 独立房产证，红本在手,3,室,2,厅,2,卫,低层(共7层),98㎡,2018年建造,33.8,
南北,11912元/㎡,十里东岸(别墅),紫金,紫金城区,迎客大道,忍痛割爱十里东岸联排边位别墅 4室2厅 三面采光 C字型花园,4,室,2,厅,4,卫,共4层,225㎡,2015年建造,268,
南北,9775元/㎡,碧桂园凤凰山,源城,源城城区,东环路,碧桂园凤凰山全新精装142平方4房2厅2卫南北通，带车位急售,4,室,2,厅,2,卫,高层(共18层),142㎡,2019年建造,138.8,
南北,6021元/㎡,桃源国际,东源,东源城区,越王大道,东源万达广场县三小旁 桃源国际 电梯多套房源 朝南随时看房,3,室,2,厅,2,卫,中层(共31层),98㎡,2021年建造,59,
东北,6360元/㎡,御江帝景湾,东源,东源城区,"沿江西路,近纬十六路",万达商圈 帝景湾 电梯好楼层 全新瓷砖上墙装修八成 钥匙在手,3,室,2,厅,2,卫,中层(共28层),89㎡,2016年建造,56.6,
南,7374元/㎡,时代倾城,源城,源城城区,凤凰路,精装现房 手里5 千就能买房 楼下就是中小 学 近公园商圈,3,室,2,厅,2,卫,中层(共32层),99㎡,2021年建造,73,
南,6209元/㎡,深业塞纳湾,东源,东源城区,东源大道1号,东源县三小万达商圈塞纳湾 电梯中高楼 三房 朝东南 看别墅区,3,室,2,厅,1,卫,高层(共33层),96㎡,2013年建造,59.6,
东南,6788元/㎡,深业塞纳湾,东源,东源城区,东源大道1号,万达广场商圈塞纳湾 精装房 好楼层 视野无遮挡 采光通风很好,3,室,2,厅,1,卫,高层(共33层),94㎡,2015年建造,63.8,
东南,4014元/㎡,恒大雅苑,源城,源城城区,河源大道,总价40万 买精装3房 河源恒大雅苑 自带 学 校,3,室,2,厅,2,卫,低层(共31层),99.7㎡,2019年建造,40,
南,5715元/㎡,桃源国际,东源,东源城区,越王大道,桃园国际单价5500， 付款,3,室,2,厅,2,卫,中层(共28层),98㎡,2020年建造,56,
南,5938元/㎡,龙光城,源城,源城城区,河源大道,总价50w起买市区精装3房.支持公积金.首笔仅需3万,3,室,2,厅,2,卫,低层(共30层),96㎡,2021年建造,57,
南,4211元/㎡,中昂祥云府,源城,源城城区,科技七路,手里3千买房 月供2700 楼下就是公园 近中小 学,3,室,2,厅,2,卫,中层(共32层),95㎡,2021年建造,40,
南北,6539元/㎡,东江首府,源城,源城城区,沿江东路188号,东江 低于市场价20万 精装修 物业 小区环境美,3,室,2,厅,2,卫,中层(共31层),156㎡,2008年建造,102,
南北,4832元/㎡,汇景九里湾,东源,东源城区,东源大道,首 付3万买市区精装三房 月供低至20XX 近公园 近壆校,3,室,2,厅,1,卫,中层(共32层),89㎡,2018年建造,43,
南,4423元/㎡,霸王花东苑,东源,东源城区,"仙塘大道,近205国道",仙塘大道旁（民乐楼电梯），首期5万起，月供1700，毛坯三房,3,室,2,厅,2,卫,低层(共9层),90㎡,2018年建造,39.8,
东南,4225元/㎡,昌盛花园,龙川,龙川城区,两渡河北路30号,两渡河老路精装三房首付十来万就能拥有楼龄新房屋保养新地段优越,3,室,2,厅,2,卫,中层(共8层),80㎡,2011年建造,33.8,
南,7093元/㎡,宝豪御龙湾二期,源城,源城城区,新兴路101号,御龙湾二期主阳台朝南中间楼层97平三房瓷砖上墙业主急售,3,室,2,厅,1,卫,中层(共33层),97㎡,2017年建造,68.8,
南北,4009元/㎡,恒大雅苑,源城,源城城区,河源大道,40万买精装修3房 近学 校 近高铁 朝南看花园,3,室,2,厅,2,卫,中层(共31层),99.8㎡,2019年建造,40,
南,4256元/㎡,中昂祥云府,源城,源城城区,科技七路,首 付 3万 买江景3房 高新区 中昂云府 江边大公园,3,室,2,厅,2,卫,中层(共31层),94㎡,2019年建造,40,
南,5179元/㎡,敏捷悦江府,源城,源城城区,科技七路,首 付 3万 员工房 买精装江景3房 高新区敏捷悦江府,3,室,2,厅,2,卫,中层(共31层),84㎡,2019年建造,43.5,
南北,4977元/㎡,敏捷悦江府,源城,源城城区,科技七路,手里5千买市区的房子 精装修 送智能家居 近中小 学,3,室,2,厅,2,卫,中层(共32层),85㎡,2021年建造,42.3,
南,4211元/㎡,中昂祥云府,源城,源城城区,科技七路,首期只要3000!其余首期全部月供!送家电 支持公积金贷款,3,室,2,厅,2,卫,中层(共32层),95㎡,2018年建造,40,
南,4021元/㎡,恒大雅苑,源城,源城城区,河源大道,精装3房40万 买大社区大品牌 河源恒大雅苑 自带 学 校,3,室,2,厅,1,卫,低层(共31层),99.5㎡,2019年建造,40,
南,6566元/㎡,时代倾城,源城,源城城区,凤凰路,市中心精装现房 近商业中心 视野无遮挡看江景 楼下就是学 校,3,室,2,厅,2,卫,中层(共32层),99㎡,2021年建造,65,
南,4010元/㎡,恒大雅苑,源城,源城城区,河源大道,河源城南 恒大雅苑 全场7折 7折 精装修40万 电梯房,3,室,2,厅,1,卫,中层(共31层),99.8㎡,2019年建造,40,
南,7030元/㎡,龙光玖云台,东源,东源城区,东源大道,首 付4万 买东源精装3房 龙光玖云台 位置好 近学 校,3,室,2,厅,2,卫,中层(共31层),88.2㎡,2019年建造,62,
西南,4062元/㎡,共和苑,龙川,龙川城区,人民路,位于商贸城附近精装朝南三房格局靓保养新采光无遮挡老城中心地段,3,室,2,厅,2,卫,中层(共8层),98㎡,2008年建造,39.8,
南,5895元/㎡,中骏世界城,源城,源城城区,凤凰路,碧桂园旁，中骏世界城，朝南向，3房2厅2卫，售56万,3,室,2,厅,2,卫,中层(共25层),95㎡,2018年建造,56,
南,4527元/㎡,中昂祥云府,源城,源城城区,科技七路,43万买3房 配套齐全 近学 校 近公园 近商圈送家电送车位,3,室,2,厅,2,卫,中层(共30层),95㎡,2021年建造,43,
南,6667元/㎡,碧桂园凤雅苑,源城,源城城区,东环西路,碧桂园凤雅苑90平方3房2厅1卫双阳台朝南,3,室,2,厅,1,卫,高层(共26层),90㎡,2014年建造,60,
南,7286元/㎡,友诚花园,源城,源城城区,红星路73号,友诚花园 市二小 电梯中层 精装修 保养新 配套完善,3,室,2,厅,2,卫,中层(共10层),85.1㎡,2011年建造,62,
南,6566元/㎡,时代倾城,源城,源城城区,凤凰路,市区精装3 房现房 员工价 近中 小区对面就是公园,3,室,2,厅,2,卫,中层(共32层),99㎡,2021年建造,65,
南,7000元/㎡,凤雅苑,源城,源城城区,东环路,碧桂园凤凰城 实用三房 带全屋家私电视 业主急售63万 满二,3,室,2,厅,1,卫,低层(共18层),90㎡,2018年建造,63,
南,4725元/㎡,东福花园,东源,东源城区,"205国道,近仙塘大道",真的好便宜37.8万！买证在手，现房出售，东福花园旁毛坯3房,3,室,2,厅,2,卫,中层(共7层),80㎡,2019年建造,37.8,
南,4820元/㎡,恒大雅苑,源城,源城城区,河源大道,40万买高铁新城 近学 校 精装修 朝南 看花园 员工价,3,室,2,厅,1,卫,中层(共32层),83㎡,2019年建造,40,
东南,2792元/㎡,鸿福苑,龙川,龙川城区,老隆大道216号,二渡河培英 旁边步梯5楼，超值三房近市场，交通方便光线好,3,室,2,厅,1,卫,中层(共8层),96㎡,2000年建造,26.8,
南,4527元/㎡,中昂祥云府,源城,源城城区,科技七路,43万买朝南看江3房 送家电 送车位 首付5 万 支持公积金,3,室,2,厅,2,卫,中层(共32层),95㎡,2020年建造,43,
南北,7046元/㎡,龙光玖云台,东源,东源城区,东源大道,东源中心 首 付 4万 买精装3房60万 龙光玖云台,3,室,2,厅,2,卫,中层(共31层),88㎡,2019年建造,62,
南,4400元/㎡,朱门亭,源城,源城城区,河源大道南226号,笋房急售 朱门亭电梯新房 朝南3房75平方 仅售33万,3,室,1,厅,1,卫,中层(共7层),75㎡,2019年建造,33,
南北,7158元/㎡,龙光玖云台,东源,东源城区,东源大道,玖云台 车位 免一年月供 免 家电 单价7字头,3,室,2,厅,2,卫,低层(共32层),95㎡,2005年建造,68,
南,3821元/㎡,雅香苑,龙川,龙川城区,登峰路576号,新城 附近 中层 有证光线充足 笋盘急售,3,室,2,厅,1,卫,中层(共8层),78㎡,2016年建造,29.8,
南北,7103元/㎡,龙光玖云台,东源,东源城区,东源大道,市中心精装3房 员工价 送车位 免一年月供 近学 校公园,3,室,2,厅,2,卫,中层(共32层),88㎡,2021年建造,62.5,
南,4756元/㎡,鸿景花园,龙川,龙川城区,东风西路,下泡水鸿景花园对面朝南精装三房格局靓地段优越周边近 市场,3,室,2,厅,1,卫,中层(共8层),90㎡,2006年建造,42.8,
南,4492元/㎡,胜业苑,东源,东源城区,"仙塘大道,近河源大道",首期9万，单价4500元，胜业苑电梯毛坯三房，仅54.8万,3,室,2,厅,2,卫,高层(共18层),122㎡,2014年建造,54.8,
南,6316元/㎡,美的云筑,东源,东源城区,新河大道,首付6 万买精装修3房 近万达 近学 校 看花园 员工价,3,室,2,厅,2,卫,中层(共28层),95㎡,2018年建造,60,
南,6948元/㎡,万达广场,东源,东源城区,东江大道,雅居乐美的云筑，万达商圈近商场近,3,室,2,厅,2,卫,中层(共30层),95㎡,2021年建造,66,
南,4422元/㎡,振业深河湾,源城,源城城区,高新一路,首 付3万月供1900 国企开发公积金贷款 送家电,3,室,2,厅,2,卫,中层(共33层),95㎡,2018年建造,42,
南,4388元/㎡,中昂祥云府,源城,源城城区,科技七路,首付3 万买3房 近公园 近学 校 送家电 送车位 员工价,3,室,2,厅,2,卫,中层(共30层),98㎡,2018年建造,43,
南,6316元/㎡,美的云筑,东源,东源城区,新河大道,首付5 万买3房精装修 送家电 送车位 支持公积金贷款,3,室,2,厅,2,卫,中层(共28层),95㎡,2018年建造,60,
南北,7576元/㎡,时代倾城,源城,源城城区,凤凰路,现房 时代倾城 精装三房员工价 中骏商圈 近公立中小 学,3,室,2,厅,2,卫,中层(共33层),99㎡,2020年建造,75,
南,7369元/㎡,美的云筑,东源,东源城区,新河大道,美的云筑精装修三房中间楼层朝南直接可以拎包入住仅售70万,3,室,2,厅,2,卫,中层(共25层),95㎡,2019年建造,70,
南,7021元/㎡,桃园国际,东源,东源城区,越王大道,万达广场三 旁桃园国际6字头房家门口一站式中高教育环绕,3,室,2,厅,2,卫,低层(共30层),98㎡,2020年建造,68.8,
南,4579元/㎡,中昂祥云府,源城,源城城区,科技七路,深圳的后花园江景房 首期3万不到 即可拥有 月供2000多,3,室,2,厅,2,卫,中层(共28层),95㎡,2020年建造,43.5,
南北,3424元/㎡,滨江花园,东源,东源城区,"仙塘大道,近建设二路",首期6.8万，单价3400（滨江花园）毛坯三房朝南42.8万,3,室,2,厅,2,卫,高层(共7层),125㎡,2007年建造,42.8,
南北,4211元/㎡,中昂祥云府,源城,源城城区,科技七路,高新区 配套体育馆 商业中心一应俱全中昂祥云府,3,室,2,厅,2,卫,中层(共24层),95㎡,2020年建造,40,
东西,4861元/㎡,润和家园,源城,源城城区,河源大道南,河源大道边靠近河中润和家园86平3房2厅2卫售41.8万,3,室,2,厅,2,卫,中层(共7层),86㎡,2015年建造,41.8,
南北,7160元/㎡,龙光玖云台,东源,东源城区,东源大道,手里5 千就能买房子 市中心 送车位 带精装修 近中,3,室,2,厅,2,卫,中层(共32层),88㎡,2018年建造,63,
东南,6000元/㎡,美的云筑,东源,东源城区,新河大道,万达广场周边，首期1.5成（美的云筑）智能精装交付，仅57万,3,室,2,厅,2,卫,中层(共33层),95㎡,2021年建造,57,
南,3155元/㎡,俊园轩,东源,东源城区,"建设二路,近仙塘大道",首期3.8万，单价3150元，东源一小毛坯三房，仅38.8万,3,室,2,厅,2,卫,高层(共7层),123㎡,2006年建造,38.8,
东,4423元/㎡,汇龙小区,龙川,龙川城区,老隆镇二渡河,两渡河培英 旁三房两厅两卫仅售39.8万,3,室,2,厅,2,卫,中层(共8层),90㎡,2016年建造,39.8,
南,6316元/㎡,美的云筑,东源,东源城区,新河大道,首付6 万买3房 精装修 支持公积金贷款 60万员工价,3,室,2,厅,2,卫,中层(共32层),95㎡,2019年建造,60,
南,7264元/㎡,美的云筑,东源,东源城区,新河大道,万达商圈精装修， 8年，单价7字头,3,室,2,厅,2,卫,中层(共28层),95㎡,2020年建造,69,
南,7089元/㎡,碧桂园东江凤凰城,源城,源城城区,东环路,江东新区 高铁新城 碧桂园 居住安静 价格美丽,3,室,1,厅,1,卫,中层(共28层),90㎡,2016年建造,63.8,
南,7423元/㎡,碧桂园东江凤凰城,源城,源城城区,东环路,碧桂园精装三房 精装修 碧桂园 中骏商圈 江东新区,3,室,2,厅,1,卫,中层(共28层),90㎡,2015年建造,66.8,
西南,4062元/㎡,吉祥佳居,东源,东源城区,创业路,首期5万 98平方 楼层任选 蝴蝶居 全新毛坯 三房二卫,3,室,2,厅,2,卫,高层(共6层),98㎡,2021年建造,39.8,
南,6939元/㎡,康雅苑,源城,源城城区,新华路63号,客家公园旁 康雅苑 精装3室2厅 98平 朝南 仅售68万,3,室,2,厅,1,卫,中层(共10层),98㎡,2010年建造,68,
南,6768元/㎡,碧桂园凤凰台,源城,源城城区,建设大道,江东新区碧桂园凤凰台99平3房2厅仅63万朝南户型免用哦,3,室,2,厅,2,卫,中层(共32层),99㎡,2020年建造,67,
南,5715元/㎡,碧桂园未来城,源城,源城城区,河源大道,市区碧桂园未来城精装交附3房仅56万单价5K,3,室,2,厅,2,卫,中层(共32层),98㎡,2021年建造,56,
南,7879元/㎡,时代倾城,源城,源城城区,凤凰路,江东新区时代倾城精装三房两厅仅78万现房今年就可入住,3,室,2,厅,2,卫,中层(共32层),99㎡,2021年建造,78,
南,4005元/㎡,恒大雅苑,源城,源城城区,河源大道,40万买精装修3房 近学 校 近商圈 配套齐全 员工价,3,室,2,厅,1,卫,中层(共31层),99.9㎡,2019年建造,40,
南,4458元/㎡,恒大雅苑,源城,源城城区,河源大道,单价3字头！恒大雅苑，精装未入住，92平，花园中间，售37万,3,室,2,厅,1,卫,高层(共32层),83㎡,2019年建造,37,
南,6316元/㎡,美的云筑,东源,东源城区,新河大道,60万买万达旁精装修3房 朝南 看花园 近学 校 支持公积金,3,室,2,厅,2,卫,中层(共28层),95㎡,2018年建造,60,
南,6316元/㎡,美的云筑,东源,东源城区,新河大道,首付5 万买精装修3房 近万达 近学 校 送家电 支持公积金,3,室,2,厅,2,卫,中层(共30层),95㎡,2018年建造,60,
南北,7370元/㎡,雅居乐花园新地,源城,源城城区,文昌路,恒大名都旁，雅居乐花园，精装修三房，未入住，售67.8万,3,室,2,厅,1,卫,中层(共33层),92㎡,2018年建造,67.8,
南,7879元/㎡,时代倾城,源城,源城城区,凤凰路,去年卖接近1w一个平方现在只要8千带装修，考虑吗,3,室,2,厅,2,卫,中层(共32层),99㎡,2021年建造,78,
东南,7032元/㎡,深业塞纳湾,东源,东源城区,东源大道1号,万达旁！全江景塞纳湾东南向，保养新三房两厅视野好急66.8万,3,室,2,厅,1,卫,高层(共33层),95㎡,2016年建造,66.8,
南,7979元/㎡,中骏世界城,源城,源城城区,凤凰路,中骏世界城 住家安家 打造河源第二个市中心,3,室,2,厅,2,卫,低层(共28层),95㎡,2019年建造,75.8,
东北,8479元/㎡,雅居乐花园新地,源城,源城城区,文昌路,业主自装卖了回老家！雅居乐新地92平米瓷砖上墙精装三房78万,3,室,2,厅,1,卫,高层(共33层),92㎡,2017年建造,78,
西南,7174元/㎡,雅居乐花园新地,源城,源城城区,文昌路,只要66万！雅居乐新地中层92平米毛坯三房二厅看花园,3,室,2,厅,1,卫,中层(共33层),92㎡,2017年建造,66,
南,4978元/㎡,汇景九里湾,东源,东源城区,东源大道,好房要抢！九里湾，精装未入住，南北通透，高楼层，售44.3万,3,室,2,厅,1,卫,高层(共26层),89㎡,2019年建造,44.3,
东南,5715元/㎡,碧桂园未来城,源城,源城城区,河源大道,市区中心，碧桂园，全新精装交付，仅56万,3,室,2,厅,2,卫,中层(共26层),98㎡,2021年建造,56,
南北,6625元/㎡,东发佳园,源城,源城城区,万绿湖大道,降价了！城北高速出口（东发佳园）精装修3房，朝南63.8万！,3,室,2,厅,2,卫,中层(共8层),96㎡,2014年建造,63.6,
南北,4457元/㎡,恒大雅苑,源城,源城城区,河源大道,（免 佣代理）员工内部折扣 刚需的赶紧上车恒大雅苑 抄底价,3,室,2,厅,1,卫,高层(共32层),92㎡,2018年建造,41,
南北,7641元/㎡,汇景九里湾,东源,东源城区,东源大道,返用首期12万买东源九里湾3房南北通透视野居家投资,3,室,2,厅,2,卫,中层(共32层),89㎡,2020年建造,68,
南北,3756元/㎡,吉祥佳居,东源,东源城区,创业路,首期6.8万，月供1800元(电梯)毛坯三房，仅36.8万,3,室,2,厅,2,卫,中层(共8层),98㎡,2019年建造,36.8,
南北,4365元/㎡,永乐花园,源城,源城城区,兴源东路2号,八万首付，中山大道，永乐花园，精装大三房，保养超新，送家私电,3,室,2,厅,2,卫,高层(共8层),137㎡,2011年建造,59.8,
南北,6154元/㎡,碧桂园未来城,源城,源城城区,河源大道,实拍踩盘(隔壁雅居乐明珠城找我有折扣)底首付，碧桂园未来城,3,室,2,厅,2,卫,中层(共33层),98㎡,2020年建造,60.3,
南北,7000元/㎡,华业阁,源城,源城城区,永和西路283号,！！刚需过渡福音！！客家公园旁华业阁电梯精装三房诚意出售,3,室,2,厅,1,卫,中层(共8层),90㎡,2010年建造,63,
南北,4062元/㎡,吉祥佳居,东源,东源城区,创业路,首期5万 98平方 楼层任选 蝴蝶居 全新毛坯 三房二卫,3,室,2,厅,2,卫,高层(共6层),98㎡,2021年建造,39.8,
东,3223元/㎡,万家和商住楼,源城,源城城区,学生路东14号,河紫路城南 附近步梯房中楼层南北对流90平3房售29万,3,室,2,厅,1,卫,共5层,90㎡,1996年建造,29,
南北,4062元/㎡,吉祥佳居,东源,东源城区,创业路,首期5万 98平方 楼层任选 蝴蝶居 全新毛坯 三房二卫,3,室,2,厅,2,卫,高层(共6层),98㎡,2021年建造,39.8,
南,3200元/㎡,吉祥佳居,东源,东源城区,创业路,笋，抢房！吉祥佳居旁，电梯三房两厅两卫，朝南向，售28.8万,3,室,2,厅,2,卫,低层(共17层),90㎡,2018年建造,28.8,
南北,4062元/㎡,吉祥佳居,东源,东源城区,创业路,首期5万 98平方 楼层任选 蝴蝶居 全新毛坯 三房二卫,3,室,2,厅,2,卫,高层(共6层),98㎡,2021年建造,39.8,
南,5715元/㎡,桃园国际,东源,东源城区,越王大道,桃园国际单价5500， 付款,3,室,2,厅,2,卫,中层(共30层),98㎡,2020年建造,56,
东,4914元/㎡,运兴上品华府,东源,东源城区,"新河大道,近东源大道",东源（电梯）毛坯三房，红本在手可贷款，仅售39.8万一口价,3,室,2,厅,2,卫,中层(共8层),81㎡,2018年建造,39.8,
南北,5334元/㎡,碧水轩,源城,源城城区,沿江中路16号,低首付江边小区，碧水轩，精装大三房，电梯中层，朝南，送家私电,3,室,2,厅,2,卫,低层(共18层),129㎡,2011年建造,68.8,
南,6633元/㎡,碧桂园未来城,源城,源城城区,河源大道,碧桂园未来城单价6字头，精装修拎包入住,3,室,2,厅,2,卫,中层(共29层),98㎡,2020年建造,65,
南北,6788元/㎡,深业塞纳湾,东源,东源城区,东源大道1号,万达商圈 深业塞纳湾毛坯价买精装房 业主低价出售,3,室,2,厅,1,卫,高层(共33层),94㎡,2015年建造,63.8,
